deportation	von	nach	nach_fct	deportation_alt	dep_datum	dep_date	deportation_date_exact	deportation_my	deportation_month	deportation_year
nach Riga	NA	Riga	Riga	am 26.10.1942 nach Riga	26.10.1942	26.10.1942	1942-10-26	1942-10-26	Oct	1942
nach Riga	NA	Riga	Riga	am 26.10.1942 nach Riga	26.10.1942	26.10.1942	1942-10-26	1942-10-26	Oct	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Sachsenhausen	NA	Sachsenhausen	Sachsenhausen	am 24.02.1940 nach Sachsenhausen	24.02.1940	24.02.1940	1940-02-24	1940-02-24	Feb	1940
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.11.1942 nach Auschwitz	02.11.1942	02.11.1942	1942-11-02	1942-11-02	Nov	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.12.1942 nach Auschwitz	12.12.1942	12.12.1942	1942-12-12	1942-12-12	Dec	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Riga	NA	Riga	Riga	am 26.10.1942 nach Riga	26.10.1942	26.10.1942	1942-10-26	1942-10-26	Oct	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Prag nach Theresienstadt	Prag 	Theresienstadt	Theresienstadt	am 10.12.1941 von Prag nach Theresienstadt	10.12.1941	10.12.1941	1941-12-10	1941-12-10	Dec	1941
von Prag nach Theresienstadt	Prag 	Theresienstadt	Theresienstadt	am 10.12.1941 von Prag nach Theresienstadt	10.12.1941	10.12.1941	1941-12-10	1941-12-10	Dec	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
von Berlin nach Theresienstadt	Berlin 	Theresienstadt	Theresienstadt	am 25.08.1942 von Berlin nach Theresienstadt	25.08.1942	25.08.1942	1942-08-25	1942-08-25	Aug	1942
von Berlin nach Theresienstadt	Berlin 	Theresienstadt	Theresienstadt	am 14.09.1942 von Berlin nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Riga	NA	Riga	Riga	am 15.08.1942 nach Riga	15.08.1942	15.08.1942	1942-08-15	1942-08-15	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
von Drancy	Drancy	NA	NA	am 24.08.1942 von Drancy	24.08.1942	24.08.1942	1942-08-24	1942-08-24	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.08.1942 nach Auschwitz	03.08.1942	03.08.1942	1942-08-03	1942-08-03	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.08.1942 nach Auschwitz	03.08.1942	03.08.1942	1942-08-03	1942-08-03	Aug	1942
von Pithiviers	Pithiviers	NA	NA	am 31.07.1942 von Pithiviers	31.07.1942	31.07.1942	1942-07-31	1942-07-31	Jul	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.11.1942 nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
von Grunewald nach Łódź / Litzmannstadt	Grunewald 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 von Grunewald nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
von Grunewald nach Łódź / Litzmannstadt	Grunewald 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 von Grunewald nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
von Grunewald nach Łódź / Litzmannstadt	Grunewald 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 von Grunewald nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 08.07.1942 nach Theresienstadt	08.07.1942	08.07.1942	1942-07-08	1942-07-08	Jul	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.11.1942 nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
nach Riga	NA	Riga	Riga	am 19.10.1942 nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
nach Riga	NA	Riga	Riga	am 22.10.1942 nach Riga	22.10.1942	22.10.1942	1942-10-22	1942-10-22	Oct	1942
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.01.1943 nach Auschwitz	29.01.1943	29.01.1943	1943-01-29	1943-01-29	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 28.10.1942 nach Theresienstadt	28.10.1942	28.10.1942	1942-10-28	1942-10-28	Oct	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.02.1943 nach Auschwitz	03.02.1943	03.02.1943	1943-02-03	1943-02-03	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.02.1943 nach Auschwitz	03.02.1943	03.02.1943	1943-02-03	1943-02-03	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.02.1943 nach Auschwitz	03.02.1943	03.02.1943	1943-02-03	1943-02-03	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.02.1943 nach Auschwitz	03.02.1943	03.02.1943	1943-02-03	1943-02-03	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Riga	NA	Riga	Riga	am 19.10.1942 nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 19.10.1942 nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
von Sammellager Levetzowstraße nach Łódź / Litzmannstadt	Sammellager Levetzowstraße 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 29.10.1941 von Sammellager Levetzowstraße nach Łódź / Litzmannstadt	29.10.1941	29.10.1941	1941-10-29	1941-10-29	Oct	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 01.09.1942 nach Theresienstadt	01.09.1942	01.09.1942	1942-09-01	1942-09-01	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 01.09.1942 nach Theresienstadt	01.09.1942	01.09.1942	1942-09-01	1942-09-01	Sep	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.02.1943 nach Auschwitz	03.02.1943	03.02.1943	1943-02-03	1943-02-03	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 04.03.1943 nach Auschwitz	04.03.1943	04.03.1943	1943-03-04	1943-03-04	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 06.11.1942 nach Theresienstadt	06.11.1942	06.11.1942	1942-11-06	1942-11-06	Nov	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 06.11.1942 nach Theresienstadt	06.11.1942	06.11.1942	1942-11-06	1942-11-06	Nov	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.01.1943 nach Theresienstadt	14.01.1943	14.01.1943	1943-01-14	1943-01-14	Jan	1943
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
von Sammellager Große Hamburger Straße nach Auschwitz	Sammellager Große Hamburger Straße 	Auschwitz	Auschwitz	am 29.01.1943 von Sammellager Große Hamburger Straße nach Auschwitz	29.01.1943	29.01.1943	1943-01-29	1943-01-29	Jan	1943
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 10.07.1942 nach Theresienstadt	10.07.1942	10.07.1942	1942-07-10	1942-07-10	Jul	1942
von Berlin nach Theresienstadt	Berlin 	Theresienstadt	Theresienstadt	am 17.03.1943 von Berlin nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
von Berlin nach Theresienstadt	Berlin 	Theresienstadt	Theresienstadt	am 17.03.1943 von Berlin nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
von Berlin NO 18, Landsberger Straße 17 nach Sobibór	Berlin NO 18, Landsberger Straße 17 	Sobibór	Sobibór	am 13.06.1942 von Berlin NO 18, Landsberger Straße 17 nach Sobibór	13.06.1942	13.06.1942	1942-06-13	1942-06-13	Jun	1942
nach Riga	NA	Riga	Riga	am 15.08.1942 nach Riga	15.08.1942	15.08.1942	1942-08-15	1942-08-15	Aug	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 29.10.1941 nach Łódź / Litzmannstadt	29.10.1941	29.10.1941	1941-10-29	1941-10-29	Oct	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
von Grunewald nach Łódź / Litzmannstadt	Grunewald 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 24.10.1941 von Grunewald nach Łódź / Litzmannstadt	24.10.1941	24.10.1941	1941-10-24	1941-10-24	Oct	1941
von Grunewald nach Łódź / Litzmannstadt	Grunewald 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 24.10.1941 von Grunewald nach Łódź / Litzmannstadt	24.10.1941	24.10.1941	1941-10-24	1941-10-24	Oct	1941
von Anhalter Bahnhof nach Theresienstadt	Anhalter Bahnhof 	Theresienstadt	Theresienstadt	am 17.03.1943 von Anhalter Bahnhof nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
von Anhalter Bahnhof nach Theresienstadt	Anhalter Bahnhof 	Theresienstadt	Theresienstadt	am 17.03.1943 von Anhalter Bahnhof nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 22.12.1943 nach Auschwitz	22.12.1943	22.12.1943	1943-12-22	1943-12-22	Dec	1943
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 14.12.1942 von Moabit nach Auschwitz	14.12.1942	14.12.1942	1942-12-14	1942-12-14	Dec	1942
von Niebuhrstraße 76, Berlin nach Riga	Niebuhrstraße 76, Berlin 	Riga	Riga	am 19.01.1942 von Niebuhrstraße 76, Berlin nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 26.02.1943 nach Auschwitz	26.02.1943	26.02.1943	1943-02-26	1943-02-26	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 26.02.1943 nach Auschwitz	26.02.1943	26.02.1943	1943-02-26	1943-02-26	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.1943 nach Auschwitz	12.03.1943	12.03.1943	1943-03-12	1943-03-12	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 26.08.1942 nach Theresienstadt	26.08.1942	26.08.1942	1942-08-26	1942-08-26	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.1943 nach Auschwitz	12.03.1943	12.03.1943	1943-03-12	1943-03-12	Mar	1943
nach Raasiku (b. Reval)	NA	Raasiku (b. Reval)	Raasiku	am 26.09.1942 nach Raasiku (b. Reval)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 10.08.1942 nach Theresienstadt	10.08.1942	10.08.1942	1942-08-10	1942-08-10	Aug	1942
nach Raasiku (b. Reval)	NA	Raasiku (b. Reval)	Raasiku	am 26.09.1942 nach Raasiku (b. Reval)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 27.11.1941 nach Riga	27.11.1941	27.11.1941	1941-11-27	1941-11-27	Nov	1941
nach Riga	NA	Riga	Riga	am 27.11.1941 nach Riga	27.11.1941	27.11.1941	1941-11-27	1941-11-27	Nov	1941
nach Riga	NA	Riga	Riga	am 25.01.1942 nach Riga	25.01.1942	25.01.1942	1942-01-25	1942-01-25	Jan	1942
nach Riga	NA	Riga	Riga	am 27.11.1941 nach Riga	27.11.1941	27.11.1941	1941-11-27	1941-11-27	Nov	1941
nach KZ Jasenovac	NA	KZ Jasenovac	KZ Jasenovac	nach KZ Jasenovac	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 15.08.1942 nach Riga	15.08.1942	15.08.1942	1942-08-15	1942-08-15	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 24.09.1942 nach Theresienstadt	24.09.1942	24.09.1942	1942-09-24	1942-09-24	Sep	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	im Jahre 1943 nach Auschwitz	1943	1943	NA	NA	NA	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 10.09.1942 nach Theresienstadt	10.09.1942	10.09.1942	1942-09-10	1942-09-10	Sep	1942
nach Riga	NA	Riga	Riga	am 19.10.1942 nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
nach Riga	NA	Riga	Riga	am 05.09.1942 nach Riga	05.09.1942	05.09.1942	1942-09-05	1942-09-05	Sep	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 24.10.1941 nach Łódź / Litzmannstadt	24.10.1941	24.10.1941	1941-10-24	1941-10-24	Oct	1941
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 24.10.1941 nach Łódź / Litzmannstadt	24.10.1941	24.10.1941	1941-10-24	1941-10-24	Oct	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 06.03.1943 nach Auschwitz	06.03.1943	06.03.1943	1943-03-06	1943-03-06	Mar	1943
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 24.10.1941 nach Łódź / Litzmannstadt	24.10.1941	24.10.1941	1941-10-24	1941-10-24	Oct	1941
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 24.10.1941 nach Łódź / Litzmannstadt	24.10.1941	24.10.1941	1941-10-24	1941-10-24	Oct	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
von Lager Westerbork, NL nach Sobibor	Lager Westerbork, NL 	Sobibor	Sobibór	von Lager Westerbork, NL nach Sobibor	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 04.03.1943 nach Auschwitz	04.03.1943	04.03.1943	1943-03-04	1943-03-04	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.01.1943 nach Auschwitz	29.01.1943	29.01.1943	1943-01-29	1943-01-29	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.01.1943 nach Auschwitz	29.01.1943	29.01.1943	1943-01-29	1943-01-29	Jan	1943
von Grunewald nach Theresienstadt	Grunewald 	Theresienstadt	Theresienstadt	am 29.07.1942 von Grunewald nach Theresienstadt	29.07.1942	29.07.1942	1942-07-29	1942-07-29	Jul	1942
von Berlin, Innsbrucker Straße 54 nach Auschwitz	Berlin, Innsbrucker Straße 54 	Auschwitz	Auschwitz	am 26.02.1943 von Berlin, Innsbrucker Straße 54 nach Auschwitz	26.02.1943	26.02.1943	1943-02-26	1943-02-26	Feb	1943
von Berlin, Innsbrucker Straße 54 nach Auschwitz	Berlin, Innsbrucker Straße 54 	Auschwitz	Auschwitz	am 26.02.1943 von Berlin, Innsbrucker Straße 54 nach Auschwitz	26.02.1943	26.02.1943	1943-02-26	1943-02-26	Feb	1943
von Berlin, Innsbrucker Str. 54 nach Auschwitz	Berlin, Innsbrucker Str. 54 	Auschwitz	Auschwitz	am 26.02.1943 von Berlin, Innsbrucker Str. 54 nach Auschwitz	26.02.1943	26.02.1943	1943-02-26	1943-02-26	Feb	1943
von Berlin, Landwerk Neuendorf nach Auschwitz	Berlin, Landwerk Neuendorf 	Auschwitz	Auschwitz	am 19.04.1943 von Berlin, Landwerk Neuendorf nach Auschwitz	19.04.1943	19.04.1943	1943-04-19	1943-04-19	Apr	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 09.12.1942 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 28.10.1942 nach Theresienstadt	28.10.1942	28.10.1942	1942-10-28	1942-10-28	Oct	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
von Bielsko Biala nach Auschwitz	Bielsko Biala 	Auschwitz	Auschwitz	im Jahre 1942 von Bielsko Biala nach Auschwitz	1942	1942	NA	NA	NA	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 10.01.1944 nach Theresienstadt	10.01.1944	10.01.1944	1944-01-10	1944-01-10	Jan	1944
nach Sobibór	NA	Sobibór	Sobibór	am 13.06.1942 nach Sobibór	13.06.1942	13.06.1942	1942-06-13	1942-06-13	Jun	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.08.1942 nach Theresienstadt	17.08.1942	17.08.1942	1942-08-17	1942-08-17	Aug	1942
nach Riga	NA	Riga	Riga	am 13.01.1942 nach Riga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 09.02.1944 nach Theresienstadt	09.02.1944	09.02.1944	1944-02-09	1944-02-09	Feb	1944
nach Riga	NA	Riga	Riga	am 15.08.1942 nach Riga	15.08.1942	15.08.1942	1942-08-15	1942-08-15	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 05.08.1942 nach Theresienstadt	05.08.1942	05.08.1942	1942-08-05	1942-08-05	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 05.08.1942 nach Theresienstadt	05.08.1942	05.08.1942	1942-08-05	1942-08-05	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
von Bahnhof Grunewald nach Auschwitz	Bahnhof Grunewald 	Auschwitz	Auschwitz	am 08.11.1943 von Bahnhof Grunewald nach Auschwitz	08.11.1943	08.11.1943	1943-11-08	1943-11-08	Nov	1943
von Bahnhof Grunewald nach Auschwitz	Bahnhof Grunewald 	Auschwitz	Auschwitz	am 08.11.1943 von Bahnhof Grunewald nach Auschwitz	08.11.1943	08.11.1943	1943-11-08	1943-11-08	Nov	1943
von Bahnhof Grunewald nach Auschwitz	Bahnhof Grunewald 	Auschwitz	Auschwitz	am 08.11.1943 von Bahnhof Grunewald nach Auschwitz	08.11.1943	08.11.1943	1943-11-08	1943-11-08	Nov	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 14.10.1943 nach Auschwitz	14.10.1943	14.10.1943	1943-10-14	1943-10-14	Oct	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Piaski	NA	Piaski	Piaski	am 28.03.1942 nach Piaski	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
nach Piaski	NA	Piaski	Piaski	am 28.03.1942 nach Piaski	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
von Berlin Güterbahnhof Moabit nach Auschwitz	Berlin Güterbahnhof Moabit 	Auschwitz	Auschwitz	am 17.05.1943 von Berlin Güterbahnhof Moabit nach Auschwitz	17.05.1943	17.05.1943	1943-05-17	1943-05-17	May	1943
von Berlin Güterbahnhof Moabit nach Auschwitz	Berlin Güterbahnhof Moabit 	Auschwitz	Auschwitz	am 17.05.1943 von Berlin Güterbahnhof Moabit nach Auschwitz	17.05.1943	17.05.1943	1943-05-17	1943-05-17	May	1943
