schicksal,destiny_type,destiny_type_fac,destiny_when,destiny_when_date,destiny_when_year,destiny_location,destiny_loc_cat,destiny_loc_fac
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET 03.04.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,03.04.1942,1942-04-03,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
TOT 15.09.1940 in Berlin,TOT,deceased,15.09.1940,1940-09-15,1940,Berlin,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 12.01.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,12.01.1942,1942-01-12,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER 21.10.1940 in der Irrenabteilung von Plötzensee,VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER,deceased,21.10.1940,1940-10-21,1940,Irrenabteilung von Plötzensee,Plötzensee,Other
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
TOT 23.10.1942 im Ghetto Theresienstadt,TOT,deceased,23.10.1942,1942-10-23,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 28.09.1942 in Theresienstadt,ERMORDET,murdered,28.09.1942,1942-09-28,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 05.03.1943 in Auschwitz,ERMORDET,murdered,05.03.1943,1943-03-05,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Raasiku,ERMORDET,murdered,NA,NA,NA,Raasiku,Raasiku,Other
ERMORDET 31.08.1944 in Meseritz-Obrawalde,ERMORDET,murdered,31.08.1944,1944-08-31,1944,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
FLUCHT IN DEN TOD 17.08.1944 im Zuchthaus Brandenburg-Görden,FLUCHT IN DEN TOD,deceased,17.08.1944,1944-08-17,1944,Zuchthaus Brandenburg-Görden,Brandenburg,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 01.09.1942 in Auschwitz,ERMORDET,murdered,01.09.1942,1942-09-01,1942,Auschwitz,Auschwitz,Auschwitz
ERMORDET 23.08.1940 in Lager Perpignan,ERMORDET,murdered,23.08.1940,1940-08-23,1940,Lager Perpignan,Lager Perpignan,Other
ERMORDET 01.09.1942 in Auschwitz,ERMORDET,murdered,01.09.1942,1942-09-01,1942,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 04.11.1938 in Polizeigefängnis Alexanderstraße,FLUCHT IN DEN TOD,deceased,04.11.1938,1938-11-04,1938,Polizeigefängnis Alexanderstraße,Polizeigefängnis Alexanderstraße,Other
TOT 25.08.1943 in Stockholm,TOT,deceased,25.08.1943,1943-08-25,1943,Stockholm,Stockholm,Other
FLUCHT IN DEN TOD 22.06.1941,FLUCHT IN DEN TOD,deceased,NA,NA,NA,NA,NA,Unknown
TOT 04.08.1943 in Theresienstadt,TOT,deceased,04.08.1943,1943-08-04,1943,Theresienstadt,Theresienstadt,Theresienstadt
TOT 27.03.1943 in Theresienstadt,TOT,deceased,27.03.1943,1943-03-27,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 22.06.1942 in Majdanek,ERMORDET,murdered,22.06.1942,1942-06-22,1942,Majdanek,Majdanek,Other
ERMORDET 28.09.1942 im Polizeigefängnis Berlin,ERMORDET,murdered,28.09.1942,1942-09-28,1942,Polizeigefängnis Berlin,Berlin,Berlin
ERMORDET 10.02.1943 in Auschwitz,ERMORDET,murdered,10.02.1943,1943-02-10,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 11.08.1943 in Sachsenhausen,ERMORDET,murdered,11.08.1943,1943-08-11,1943,Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET September 1942 in Treblinka,ERMORDET,murdered,September 1942,NA,1942,Treblinka,Treblinka,Treblinka
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 28.12.1942 im Ghetto Theresienstadt,ERMORDET,murdered,28.12.1942,1942-12-28,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1944 in unbekannt,ERMORDET,murdered,1944,NA,1944,unbekannt,unbekannt,Unknown
TOT 30.11.1943 in Theresienstadt,TOT,deceased,30.11.1943,1943-11-30,1943,Theresienstadt,Theresienstadt,Theresienstadt
TOT 20.01.1944 in Theresienstadt,TOT,deceased,20.01.1944,1944-01-20,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 19.04.1944 in Meseritz-Obrawalde,ERMORDET,murdered,19.04.1944,1944-04-19,1944,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
ERMORDET 16.01.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,16.01.1942,1942-01-16,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 1944 im KZ Wittenberge,ERMORDET,murdered,1944,NA,1944,KZ Wittenberge,KZ Wittenberge,Other
ERMORDET in Belzec,ERMORDET,murdered,NA,NA,NA,Belzec,Belzec,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 22.10.1942 im Ghetto Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Ghetto Riga,Riga,Riga
ERMORDET 22.10.1942 im Ghetto Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Ghetto Riga,Riga,Riga
ERMORDET 22.10.1942 im Ghetto Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Ghetto Riga,Riga,Riga
ERMORDET 22.10.1942 im Ghetto Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Ghetto Riga,Riga,Riga
ERMORDET 22.10.1942 im Ghetto Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Ghetto Riga,Riga,Riga
ERMORDET 29.08.1942 in Theresienstadt,ERMORDET,murdered,29.08.1942,1942-08-29,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 02.02.1942 in Buchenwald,ERMORDET,murdered,02.02.1942,1942-02-02,1942,Buchenwald,Buchenwald,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 03.07.1944 im Ghetto Theresienstadt,ERMORDET,murdered,03.07.1944,1944-07-03,1944,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Sobibór,ERMORDET,murdered,NA,NA,NA,Sobibór,Sobibor,Other
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 10.01.1945 in Buchenwald,ERMORDET,murdered,10.01.1945,1945-01-10,1945,Buchenwald,Buchenwald,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
FLUCHT IN DEN TOD 15.05.1943 in Berlin,FLUCHT IN DEN TOD,deceased,15.05.1943,1943-05-15,1943,Berlin,Berlin,Berlin
HINGERICHTET 26.05.1943 in Brandenburg-Görden,HINGERICHTET,murdered,26.05.1943,1943-05-26,1943,Brandenburg-Görden,Brandenburg,Other
ERMORDET in Raasiku b. Reval,ERMORDET,murdered,NA,NA,NA,Raasiku b. Reval,Raasiku,Other
ERMORDET in Raasiku b. Reval,ERMORDET,murdered,NA,NA,NA,Raasiku b. Reval,Raasiku,Other
ERMORDET in Raasiku b. Reval,ERMORDET,murdered,NA,NA,NA,Raasiku b. Reval,Raasiku,Other
AN HAFTFOLGEN GESTORBEN 24.02.1941 im Konzentrationslager Dachau,AN HAFTFOLGEN GESTORBEN,deceased,24.02.1941,1941-02-24,1941,Konzentrationslager Dachau,Dachau,Other
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
FLUCHT IN DEN TOD im Ghetto Theresienstadt,FLUCHT IN DEN TOD,deceased,NA,NA,NA,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
"ERMORDET IM RAHMEN DES """"EUTHANASIE""""-PROGRAMMS 10.01.1943 in der Städtischen Nervenklinik für Kinder und Jugendliche Wiesengrund, Berlin-Wittenau","ERMORDET IM RAHMEN DES """"EUTHANASIE""""-PROGRAMMS",murdered,10.01.1943,1943-01-10,1943,"Städtischen Nervenklinik für Kinder und Jugendliche Wiesengrund, Berlin-Wittenau",Berlin,Berlin
"ERMORDET 10.01.1943 in Berlin-Hermsdorf, """"Nervenklink Wiesengrund""""",ERMORDET,murdered,10.01.1943,1943-01-10,1943,"Berlin-Hermsdorf, """"Nervenklink Wiesengrund""""",Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 16.04.1943 in Sobibór,ERMORDET,murdered,16.04.1943,1943-04-16,1943,Sobibór,Sobibor,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
ERMORDET in Sobibor,ERMORDET,murdered,NA,NA,NA,Sobibor,Sobibor,Other
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 1945 in Auschwitz,ERMORDET,murdered,1945,NA,1945,Auschwitz,Auschwitz,Auschwitz
ERMORDET 13.01.1943 in Auschwitz,ERMORDET,murdered,13.01.1943,1943-01-13,1943,Auschwitz,Auschwitz,Auschwitz
TOT in Berlin,TOT,deceased,NA,NA,NA,Berlin,Berlin,Berlin
ERMORDET 18.02.1944 in Züllichau / Sulechów,ERMORDET,murdered,18.02.1944,1944-02-18,1944,Züllichau / Sulechów,Züllichau / Sulechów,Other
ERMORDET 30.11.1941 in Riga-Rumbula,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga-Rumbula,Riga,Riga
ERMORDET 26.02.1943 in Theresienstadt,ERMORDET,murdered,26.02.1943,1943-02-26,1943,Theresienstadt,Theresienstadt,Theresienstadt
TOT 28.12.1942 in Theresienstadt,TOT,deceased,28.12.1942,1942-12-28,1942,Theresienstadt,Theresienstadt,Theresienstadt
FLUCHT IN DEN TOD 10.11.1941 in Berlin,FLUCHT IN DEN TOD,deceased,10.11.1941,1941-11-10,1941,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 10.11.1941 in Berlin,FLUCHT IN DEN TOD,deceased,10.11.1941,1941-11-10,1941,Berlin,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 26.07.1943 in Theresienstadt,TOT,deceased,26.07.1943,1943-07-26,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 26.07.1943 in Theresienstadt,ERMORDET,murdered,26.07.1943,1943-07-26,1943,Theresienstadt,Theresienstadt,Theresienstadt
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
"NACH MIßHANDLUNGEN GESTORBEN 18.05.1942 in Berlin","NACH MIßHANDLUNGEN GESTORBEN",deceased,18.05.1942,1942-05-18,1942,Berlin,Berlin,Berlin
ERMORDET 11.09.1940 in der Tötungsanstalt Pirna-Sonnenstein,ERMORDET,murdered,11.09.1940,1940-09-11,1940,Tötungsanstalt Pirna-Sonnenstein,Tötungsanstalt Pirna-Sonnenstein,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 13.08.1942 in Theresienstadt,ERMORDET,murdered,13.08.1942,1942-08-13,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 30.11.1941 in Riga,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga,Riga,Riga
ERMORDET 17.02.1945 in Theresienstadt,ERMORDET,murdered,17.02.1945,1945-02-17,1945,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET im Ghetto Theresienstadt,ERMORDET,murdered,NA,NA,NA,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET 06.03.1944 in Meseritz-Obrawalde,ERMORDET,murdered,06.03.1944,1944-03-06,1944,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
ERMORDET 20.04.1933 in der Jonasstraße Ecke Bergstraße (heute Karl-Marx-Straße),ERMORDET,murdered,20.04.1933,1933-04-20,1933,Jonasstraße Ecke Bergstraße (heute Karl-Marx-Straße),NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET WäHREND KöPENICKER BLUTWOCHE 21.06.1933 in Berlin,ERMORDET WäHREND KöPENICKER BLUTWOCHE,murdered,21.06.1933,1933-06-21,1933,Berlin,Berlin,Berlin
TOT 08.02.1944 im Ghetto Theresienstadt,TOT,deceased,08.02.1944,1944-02-08,1944,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
HINGERICHTET 15.08.1944 in Berlin-Plötzensee,HINGERICHTET,murdered,15.08.1944,1944-08-15,1944,Berlin-Plötzensee,Berlin,Berlin
ERMORDET 28.08.1942 in Theresienstadt,ERMORDET,murdered,28.08.1942,1942-08-28,1942,Theresienstadt,Theresienstadt,Theresienstadt
HINGERICHTET 08.09.1944 in Berlin-Plötzensee,HINGERICHTET,murdered,08.09.1944,1944-09-08,1944,Berlin-Plötzensee,Berlin,Berlin
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
"ERMORDET 22.05.1942 in der """"Heil- und Pflegeanstalt"""" Bernburg",ERMORDET,murdered,22.05.1942,1942-05-22,1942,"""""Heil- und Pflegeanstalt"""" Bernburg",Bernburg,Other
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
HINGERICHTET 22.12.1942 in Berlin-Plötzensee,HINGERICHTET,murdered,22.12.1942,1942-12-22,1942,Berlin-Plötzensee,Berlin,Berlin
ÜBERLEBT 16.01.1990,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
HINGERICHTET 08.09.1944 im Gefängnis Plötzensee,HINGERICHTET,murdered,08.09.1944,1944-09-08,1944,Gefängnis Plötzensee,Plötzensee,Other
HINGERICHTET 26.08.1944 in Berlin-Plötzensee,HINGERICHTET,murdered,26.08.1944,1944-08-26,1944,Berlin-Plötzensee,Berlin,Berlin
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
TOT 24.07.1942 in der Haftanstalt Sonnenburg / Słońsk,TOT,deceased,24.07.1942,1942-07-24,1942,Haftanstalt Sonnenburg / Słońsk,Haftanstalt Sonnenburg / Słońsk,Other
ERMORDET 1944 in Auschwitz-Monowitz (Buna),ERMORDET,murdered,1944,NA,1944,Auschwitz-Monowitz (Buna),Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
HINGERICHTET 11.05.1943 im Strafgefängnis Plötzensee,HINGERICHTET,murdered,11.05.1943,1943-05-11,1943,Strafgefängnis Plötzensee,Plötzensee,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Sobibór,ERMORDET,murdered,NA,NA,NA,Sobibór,Sobibor,Other
TOT 03.03.1944 in Theresienstadt,TOT,deceased,03.03.1944,1944-03-03,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
TOT 03.10.1942 in Theresienstadt,TOT,deceased,03.10.1942,1942-10-03,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 05.02.1942 in Riga,ERMORDET,murdered,05.02.1942,1942-02-05,1942,Riga,Riga,Riga
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 05.10.1942 in Theresienstadt,TOT,deceased,05.10.1942,1942-10-05,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 27.03.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,27.03.1942,1942-03-27,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 05.02.1942 in Riga,ERMORDET,murdered,05.02.1942,1942-02-05,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
HINGERICHTET 04.12.1944 im Zuchthaus Brandenburg-Görden,HINGERICHTET,murdered,04.12.1944,1944-12-04,1944,Zuchthaus Brandenburg-Görden,Brandenburg,Other
ERMORDET 23.05.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,23.05.1942,1942-05-23,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 11.09.1942 in Chełmno / Kulmhof,ERMORDET,murdered,11.09.1942,1942-09-11,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 19.10.1942 in Theresienstadt,ERMORDET,murdered,19.10.1942,1942-10-19,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Raasiku,ERMORDET,murdered,NA,NA,NA,Raasiku,Raasiku,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 17.10.1942 in Theresienstadt,ERMORDET,murdered,17.10.1942,1942-10-17,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET April 1943 in Auschwitz,ERMORDET,murdered,April 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 23.01.1943 in Auschwitz,ERMORDET,murdered,23.01.1943,1943-01-23,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 1943 in Treblinka,ERMORDET,murdered,1943,NA,1943,Treblinka,Treblinka,Treblinka
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
ERMORDET 01.02.1945 in Theresienstadt,ERMORDET,murdered,01.02.1945,1945-02-01,1945,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
FLUCHT IN DEN TOD 02.04.1942 in Berlin,FLUCHT IN DEN TOD,deceased,02.04.1942,1942-04-02,1942,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 02.11.1941 in Berlin,FLUCHT IN DEN TOD,deceased,02.11.1941,1941-11-02,1941,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 01.11.1941 in Berlin,FLUCHT IN DEN TOD,deceased,01.11.1941,1941-11-01,1941,Berlin,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Posen,ERMORDET,murdered,NA,NA,NA,Posen,Polen,Other
FLUCHT IN DEN TOD 21.10.1935 im Gestapogebäude Prinz-Albrecht-Str.,FLUCHT IN DEN TOD,deceased,21.10.1935,1935-10-21,1935,Gestapogebäude Prinz-Albrecht-Str.,Gestapogebäude Prinz-Albrecht-Str.,Other
TOT 30.06.1940 im KZ Sachsenhausen,TOT,deceased,30.06.1940,1940-06-30,1940,KZ Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
HINGERICHTET 18.08.1942 im Strafgefängnis Berlin-Plötzensee,HINGERICHTET,murdered,18.08.1942,1942-08-18,1942,Strafgefängnis Berlin-Plötzensee,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 30.01.1943 in Theresienstadt,ERMORDET,murdered,30.01.1943,1943-01-30,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 24.04.1943 in Theresienstadt,ERMORDET,murdered,24.04.1943,1943-04-24,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 04.09.1942 in Auschwitz,ERMORDET,murdered,04.09.1942,1942-09-04,1942,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 08.07.1942 in Sachsenhausen,ERMORDET,murdered,08.07.1942,1942-07-08,1942,Sachsenhausen,Sachsenhausen,Sachsenhausen
